Thème,Oeuvre,Compositeur,Média,Catégorie,Année,Difficulté,Pays,Réponse,Lien,Code Spotify,Lien Playlist,marche pas
Main Theme,Bleach,Shirō Sagisu,Animé,Action,2004,Difficile,Asie,,https://open.spotify.com/intl-fr/track/1CXffruI5PpH4KCd2M7Vp5,spotify:track:1CXffruI5PpH4KCd2M7Vp5,,FALSE
I Really Want to Stay At Your House,Cyberpunk Edgerunners ,Akira Yamaoka,Animé,"Science-Fiction, Action, Drame",2022,Moyen,Asie,,https://open.spotify.com/intl-fr/track/7mykoq6R3BArsSpNDjFQTm,spotify:track:7mykoq6R3BArsSpNDjFQTm,,FALSE
Death Note Theme,Death Note,"Hideki Taniuchi, Yoshihisa Hirano",Animé,Thriller,2006,Moyen,Asie,,https://open.spotify.com/intl-fr/track/2aLLRhGxhkTfba4S8Q4DrF,spotify:track:2aLLRhGxhkTfba4S8Q4DrF,,FALSE
The EntranceTo The Infinity Castle,Demon Slayer,"Yuki Kajiura, Go Shiina",Animé,Action,2019,Difficile,Asie,,https://open.spotify.com/intl-fr/track/2tqocx3oluyxh1hTb6hpVi,spotify:track:2tqocx3oluyxh1hTb6hpVi,,FALSE
Cha-La Head-Cha-La,Dragon Ball,Shunsuke Kikuchi,Animé,Action,1986,Moyen,Asie,Dragon Ball Z,https://open.spotify.com/intl-fr/track/0aEpSaOiQ2Clz7Qg6z6UX6,spotify:track:0aEpSaOiQ2Clz7Qg6z6UX6,,FALSE
Fairy Tail Main Theme,Fairy Tail,Yasuharu Takanashi,Animé,Action,2009,Moyen,Asie,,https://open.spotify.com/intl-fr/track/7JoZiEMrwjpD18krCV8Czo,spotify:track:7JoZiEMrwjpD18krCV8Czo,,FALSE
Main Theme,Fullmetal Alchemist,Akira Senju,Animé,"Action, Drame",2009,Difficile,Asie,,https://open.spotify.com/intl-fr/track/7c9OHViTralZa26DFOSTs2,spotify:track:7c9OHViTralZa26DFOSTs2,,FALSE
Departure!,Hunter x Hunter,Yoshihisa Hirano,Animé,Action,2011,Difficile,Asie,HxH,https://open.spotify.com/intl-fr/track/68XJP1sxQ5aiwbDJ8McUSr,spotify:track:68XJP1sxQ5aiwbDJ8McUSr,,FALSE
Il Vento d'Oro,Jojo's Bizarre Adventure,Yugo Kanno,Animé,Action,2012,Moyen,Asie,Jojo,https://open.spotify.com/intl-fr/track/17VP4tofJ3evJbtY8Tk1Qi,spotify:track:17VP4tofJ3evJbtY8Tk1Qi,,FALSE
A Thousand-Year Curse,Jujutsu Kaisen,"Hiroaki Tsutsumi, Yoshimasa Terui, Alisa Okehazama",Animé,Action,2020,Difficile,Asie,,https://open.spotify.com/intl-fr/track/6KJUxkakQM2BuWBqv28oJg,spotify:track:6KJUxkakQM2BuWBqv28oJg,,FALSE
Shinzo wo Sasageyo,L'Attaque des Titans,Hiroyuki Sawano,Animé,"Action, Drame",2013,Difficile,Asie,"SNK, Attack on Titan",https://open.spotify.com/intl-fr/track/5uraJqtCBvLpwt3VeomZdq,spotify:track:5uraJqtCBvLpwt3VeomZdq,,FALSE
Pegasus Fantasy,Les Chevaliers du Zodiaque,Seiji Yokoyama,Animé,"Action, Fantasy",1986,Difficile,Asie,Saint Seiya,https://open.spotify.com/intl-fr/track/1BJONiP1pAYlQgQW7cfrUS,spotify:track:1BJONiP1pAYlQgQW7cfrUS,,FALSE
You Say Run,My Hero Academia,Yuki Hayashi,Animé,"Action, Super-héro",2016,Difficile,Asie,MHA,https://open.spotify.com/intl-fr/track/0hHc2igYYlSUyZdByauJmB,spotify:track:0hHc2igYYlSUyZdByauJmB,,FALSE
Main Theme,Naruto,Toshio Masuda,Animé,Action,2002,Moyen,Asie,,https://open.spotify.com/intl-fr/track/5kKloaKFvAuDNFi8m52hxy,spotify:track:5kKloaKFvAuDNFi8m52hxy,,FALSE
Olive et Tom,Olive et Tom,Hiroshi Uchiyama,Animé,Action,1983,Moyen,Asie,Captain Tsubasa,https://open.spotify.com/intl-fr/track/7Mb9Xrv3CcIlAEQ3M37ENK,spotify:track:7Mb9Xrv3CcIlAEQ3M37ENK,,FALSE
We Are!,One Piece,Kohei Tanaka,Animé,Action,1999,Moyen,Asie,,https://open.spotify.com/intl-fr/track/1PdWDLJNk040dkuXoLLE2F,spotify:track:1PdWDLJNk040dkuXoLLE2F,,FALSE
The Hero,One Punch Man,Makoto Miyazaki,Animé,"Action, Super-héro, Comédie",2015,Moyen,Asie,,https://open.spotify.com/intl-fr/track/6ZlyzUimBAJp4XDqKKSrlk,spotify:track:6ZlyzUimBAJp4XDqKKSrlk,,FALSE
Attrapez -les tous !,Pokémon,"John Siegler, John Loeffler",Animé,"Action, Fantasy",1997,Facile,Asie,,https://open.spotify.com/intl-fr/track/4GaL20WcWfpx3Jg5UvaDpE,spotify:track:4GaL20WcWfpx3Jg5UvaDpE,,FALSE
Unravel,Tokyo Ghoul,TK from Ling Tosite Sigure,Animé,"Horreur, Drame",2014,Moyen,Asie,,https://open.spotify.com/intl-fr/track/1rN9QoVxw5U7TJkyaUR8C1,spotify:track:1rN9QoVxw5U7TJkyaUR8C1,,FALSE
Yu-Gi-Oh! Theme,Yu-Gi-Oh!,Wayne Sharpe,Animé,Action,2000,Difficile,Asie,,https://open.spotify.com/intl-fr/track/4b9nYmqkDA0UgbL8dg1jZC,spotify:track:4b9nYmqkDA0UgbL8dg1jZC,,FALSE
Astérix est là,Astérix,Gérard Calvi,Dessin Animé,Comédie,1967,Moyen,France,,https://open.spotify.com/intl-fr/track/1g9IoNiyMoFJgd9MGLKLbr,spotify:track:1g9IoNiyMoFJgd9MGLKLbr,,FALSE
La Chanson de Babar,Babar,"André Popp, D. Kieffer",Dessin Animé,Comédie,1989,Moyen,France,,https://open.spotify.com/intl-fr/track/5pAqt64EuzErbwXsuAameU,spotify:track:5pAqt64EuzErbwXsuAameU,,FALSE
Barbie Girl,Barbie,Arnie Roth,Dessin Animé,Musical,2004,Facile,USA,,https://open.spotify.com/intl-fr/track/5ZrDlcxIDZyjOzHdYW1ydr,spotify:track:5ZrDlcxIDZyjOzHdYW1ydr,,FALSE
Main Theme,Ben 10,Andy Sturmer,Dessin Animé,"Science-Fiction, Action",2005,Moyen,USA,Ben Ten,https://open.spotify.com/intl-fr/track/5QVHlF4hy8M06p3OTJLC9e,spotify:track:5QVHlF4hy8M06p3OTJLC9e,,FALSE
SpongeBob SquarePants Theme Song,Bob l'Éponge,"Tom Kenny, Andy Paley",Dessin Animé,Comédie,1999,Facile,USA,SpongeBob SquarePants,https://open.spotify.com/intl-fr/track/7yesZrAOvMYmVVkEzSF13g,spotify:track:7yesZrAOvMYmVVkEzSF13g,,FALSE
Un Monde Sans Danger,Code Lyoko,"Franck Keller, Ygal Amar",Dessin Animé,Science-Fiction,2003,Facile,France,,https://open.spotify.com/intl-fr/track/6OMNZoxNmpoZ1Y6HptLNCi,spotify:track:6OMNZoxNmpoZ1Y6HptLNCi,,FALSE
Générique,Dora l'Exploratrice,"Joshua Sitron, Billy Straus",Dessin Animé,Comédie,2000,Facile,USA,"Dora, Dora The Explorer",https://open.spotify.com/intl-fr/track/6x2Qz1W63UgQVlFbDwcn70,spotify:track:6x2Qz1W63UgQVlFbDwcn70,,FALSE
Street Football,Foot 2 Rue,Akhenaton,Dessin Animé,Action,2005,Facile,France,,https://open.spotify.com/intl-fr/track/3XdMVwozPwG6MFuyQRBz1y,spotify:track:3XdMVwozPwG6MFuyQRBz1y,,FALSE
Hey It's Franklin,Franklin,Bruce Cockburn,Dessin Animé,Comédie,1997,Moyen,USA,,https://open.spotify.com/intl-fr/track/19Wj6YprssSex39Hy0BzZo,spotify:track:19Wj6YprssSex39Hy0BzZo,,FALSE
Générique,Galactik Football,"Marc Tomasi, Mehdi Elmorabit",Dessin Animé,"Science-Fiction, Drame, Thriller",2006,Moyen,France,"Galactic Football, Galaktic Football",https://open.spotify.com/intl-fr/track/5M24Vw63uJlcWXLlbkwhI0,spotify:track:5M24Vw63uJlcWXLlbkwhI0,,FALSE
George of the Jungle,George de la Jungle,"Sheldon Allman, Stan Worth",Dessin Animé,Comédie,1967,Moyen,USA,,https://open.spotify.com/intl-fr/track/6TI7LYJgLWllXzgL9WSzF9,spotify:track:6TI7LYJgLWllXzgL9WSzF9,,FALSE
Générique,Il était une fois l'Homme,Michel Legrand,Dessin Animé,Histoire,1978,Facile,France,,https://open.spotify.com/intl-fr/track/2Ttt0VhGBhH2Fbj6NV0sOO,spotify:track:2Ttt0VhGBhH2Fbj6NV0sOO,,FALSE
Hymne à la Vie,Il était une fois la Vie,Michel Legrand,Dessin Animé,Romance,1978,Facile,France,,https://open.spotify.com/intl-fr/track/6LKDIuphoold8v9kYjm9Yl,spotify:track:6LKDIuphoold8v9kYjm9Yl,,FALSE
Générique,Inspecteur Gadget,"Shuki Levy, Haim Saban",Dessin Animé,"Comédie, Action, Thriller",1983,Facile,France,,https://open.spotify.com/intl-fr/track/5DW5txotzNHKCYLhin9jAA,spotify:track:5DW5txotzNHKCYLhin9jAA,,FALSE
Theme,Jimmy Neutron,Brian Causey,Dessin Animé,"Science-Fiction, Comédie",2002,Moyen,USA,,https://open.spotify.com/intl-fr/track/450y5TyBlnE5EWF9OBX72O,spotify:track:450y5TyBlnE5EWF9OBX72O,,FALSE
"Call Me, Beep Me!",Kim Possible,"Cory Lerios, George Gabriel",Dessin Animé,"Action, Thriller, Comédie",2002,Facile,USA,,https://open.spotify.com/intl-fr/track/4gLJSncpK6VnvWLFNy7ejf,spotify:track:4gLJSncpK6VnvWLFNy7ejf,,FALSE
The Magic School Bus Theme,Le Bus Magique,Peter Lurye,Dessin Animé,Comédie,1994,Difficile,USA,The Magic School Bus,https://open.spotify.com/intl-fr/track/4sTSQg7a2sHv6kOuf72Cbf,spotify:track:4sTSQg7a2sHv6kOuf72Cbf,,FALSE
Main Theme,Le Laboratoire de Dexter,"Thomas Chase, Steve Rucker",Dessin Animé,"Science-Fiction, Comédie",1996,Difficile,USA,Dexter's Laboratory,https://open.spotify.com/intl-fr/track/1FeLpvQSsUW5d4itl1smHS,spotify:track:1FeLpvQSsUW5d4itl1smHS,,FALSE
Générique,Les Aventures de Tintin,"Ray Parker, Tom Szczesniak",Dessin Animé,"Action, Thriller",1991,Facile,France,,https://open.spotify.com/intl-fr/track/6sVKmvlxnlY5iyGps0DiUE,spotify:track:6sVKmvlxnlY5iyGps0DiUE,,FALSE
Les Mystérieuses Cités d'Or,Les Mystérieuses Cités d'Or,"Haim Saban, Shuki Levy",Dessin Animé,"Thriller, Action",1982,Facile,France,,https://open.spotify.com/intl-fr/track/1Ciil1mIjJLydnpjLPLDLV,spotify:track:1Ciil1mIjJLydnpjLPLDLV,,FALSE
Pas De Panique à Bord,Les Ratz,	Hervé Lavandier,Dessin Animé,Comédie,2003,Facile,France,Ratz,https://open.spotify.com/intl-fr/track/1VSxzs2bk2ny9lLoR9reXc,spotify:track:1VSxzs2bk2ny9lLoR9reXc,,FALSE
Here We Go,Les Totally Spies,"Miranda Cooper, Brian Higgins, Matt Gray",Dessin Animé,"Thriller, Action, Comédie",2001,Facile,France,,https://open.spotify.com/intl-fr/track/77wFbXZsYFE7NTZOrWWrUa,spotify:track:77wFbXZsYFE7NTZOrWWrUa,,FALSE
We Are The Winx,Les Winx,"Nathaniel Reichman, John Siegler",Dessin Animé,"Comédie, Fantasy",2004,Moyen,Europe,Winxclub,https://open.spotify.com/intl-fr/track/3HN05rgoQPWAUC1VIJVoeY,spotify:track:3HN05rgoQPWAUC1VIJVoeY,,FALSE
Générique,Les Zinzins de l'Espace,Monster Men,Dessin Animé,"Science-Fiction, Comédie",1997,Facile,France,,https://open.spotify.com/intl-fr/track/4ZvdBKpK9Mwix2AsQtRT2m,spotify:track:4ZvdBKpK9Mwix2AsQtRT2m,,FALSE
Looney Tunes Theme,Looney Tunes,"Cliff Friend, Dave Franklin",Dessin Animé,Comédie,1930,Facile,USA,,https://open.spotify.com/intl-fr/track/5RKElYkkqI3yEQvpuDuMGF,spotify:track:5RKElYkkqI3yEQvpuDuMGF,,FALSE
Houba Marsupilami,Marsupilami,Roy Braverman,Dessin Animé,Comédie,1993,Moyen,USA,,https://open.spotify.com/intl-fr/track/2h9W1mBBBTSpstqV0a0aBY,spotify:track:2h9W1mBBBTSpstqV0a0aBY,,FALSE
Générique,Martin Mystère,"David Vadant, Fabrice Aboulker, Pascale Stive",Dessin Animé,"Science-Fiction, Comédie",2003,Moyen,France,,https://open.spotify.com/intl-fr/track/4L8llajRbsr8JxEmx226TW,spotify:track:4L8llajRbsr8JxEmx226TW,,FALSE
Miraculous,Miraculous Ladybug ,"Jeremy Zag, Noam Kaniel, Alain Garcia",Dessin Animé,"Super-héro, Comédie",2015,Moyen,France,Miraculous,https://open.spotify.com/intl-fr/track/1aCTAgAfhdnRDTdSwu8zkU,spotify:track:1aCTAgAfhdnRDTdSwu8zkU,,FALSE
My Little Pony Theme,My Little Pony,"Anne Bryant, Clifford ""Ford"" Klinder, Barry Harman",Dessin Animé,Fantasy,1986,Facile,USA,My Little Poney,https://open.spotify.com/intl-fr/track/37otBX5ps3kYkLwAp4Y3RU,spotify:track:37otBX5ps3kYkLwAp4Y3RU,,FALSE
Générique,Oggy et les Cafards,Hugues Le Bars,Dessin Animé,Comédie,1998,Facile,France,Oggy and the Cockroaches,https://open.spotify.com/intl-fr/track/2ZdYYjIPR3sTRd8jvDf9ZN,spotify:track:2ZdYYjIPR3sTRd8jvDf9ZN,,FALSE
Popeye,Popeye,Sammy Lerner,Dessin Animé,Action,1933,Moyen,USA,,https://open.spotify.com/intl-fr/track/3V1jj9YzYD9I47jMIauIVi,spotify:track:3V1jj9YzYD9I47jMIauIVi,,FALSE
What's New Scooby-Doo,Quoi d'neuf Scooby-Doo ?,Simple Plan,Dessin Animé,"Thriller, Comédie",2002,Facile,USA,"Scooby-Doo, Scoubidou, what's new Scooby-Doo, quoi de neuf Scooby-Doo",https://open.spotify.com/intl-fr/track/6DD5beNG6Ji3AYp5WrYnwD,spotify:track:6DD5beNG6Ji3AYp5WrYnwD,,FALSE
1917,1917,Thomas Newman,Film,"Drame, Histoire",2019,Difficile,USA,,https://open.spotify.com/intl-fr/track/6TsRPIdwASJBXanGhftVjc,spotify:track:6TsRPIdwASJBXanGhftVjc,,FALSE
Cruella De Vil,101 Dalmatiens,George Bruns,Film,"Animation, Disney",1961,Facile,USA,,https://open.spotify.com/intl-fr/track/4VF8YWqMsY3Y1UcKJBg5XO,spotify:track:4VF8YWqMsY3Y1UcKJBg5XO,,FALSE
Main Theme,12 Hommes en Colère,Kenyon Hopkins,Film,"Drame, Thriller",1957,Difficile,USA,,https://open.spotify.com/intl-fr/track/0daSnwOwiTZVNkbLIafekB,spotify:track:0daSnwOwiTZVNkbLIafekB,,FALSE
13 Sins Main Theme,13 sins,Michael Wandmacher,Film,"Thriller, Horreur",2014,Difficile,USA,,https://open.spotify.com/intl-fr/track/0fjheGmryh4M7dixZzo1g3,spotify:track:0fjheGmryh4M7dixZzo1g3,,FALSE
Conquest of Paradise,1492 Christophe Colomb,Vangelis,Film,Histoire,1992,Moyen,USA,,https://open.spotify.com/intl-fr/track/5avVpUakfMHD6qGpaH26CF,spotify:track:5avVpUakfMHD6qGpaH26CF,,FALSE
Also sprach Zarathustra,2001 : L'odyssée de l'espace,Richard Strauss,Film,"Science-Fiction, Drame",1968,Facile,USA,,https://open.spotify.com/intl-fr/track/5llCIz1U9DoI03Hit31wna,spotify:track:5llCIz1U9DoI03Hit31wna,,FALSE
Main Theme,28 jours plus tard,John Murphy,Film,"Horreur, Science-Fiction, Thriller",2002,Difficile,UK,,https://open.spotify.com/intl-fr/track/47AsriNLhUcdnMAB9UPFxx,spotify:track:47AsriNLhUcdnMAB9UPFxx,,FALSE
Ana and Christian,50 nuances de Grey,Danny Elfman,Film,"Drame, Romance",2015,Moyen,USA,,https://open.spotify.com/intl-fr/track/4I8yHxomfwh2ggSmiPmQyP,spotify:track:4I8yHxomfwh2ggSmiPmQyP,,FALSE
Lose Yourself,8 Mile,Eminem,Film,Musical,2002,Moyen,USA,,https://open.spotify.com/intl-fr/track/7MJQ9Nfxzh8LPZ9e9u68Fq,spotify:track:7MJQ9Nfxzh8LPZ9e9u68Fq,,FALSE
Blowin' in the Wind,A Complete Unknown,Bob Dylan,Film,"Musical, Drame",2024,Moyen,USA,Un parfait inconnu,https://open.spotify.com/intl-fr/track/7GjGJ4bW87RWHAqaryzUbk,spotify:track:7GjGJ4bW87RWHAqaryzUbk,,FALSE
Knives Out!,A Couteaux Tirés,Nathan Johnson,Film,"Comédie, Thriller",2019,Difficile,USA,Knives Out,https://open.spotify.com/intl-fr/track/6MVKZqfRYWkeFNRiIRjJub,spotify:track:6MVKZqfRYWkeFNRiIRjJub,,FALSE
A Quiet Place,A Quiet Place,Marco Beltrami,Film,"Horreur, Thriller, Drame",2018,Difficile,USA,,https://open.spotify.com/intl-fr/track/73ZUlyT8NN4iP1hSI68C5C,spotify:track:73ZUlyT8NN4iP1hSI68C5C,,FALSE
Shallow,A Star is Born,"Lady Gaga, Bradley Cooper",Film,Musical,2018,Facile,USA,,https://open.spotify.com/intl-fr/track/2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,,FALSE
Prince Ali,Aladdin,Alan Menken,Film,"Disney, Animation",1992,Facile,USA,,https://open.spotify.com/intl-fr/track/6WkYKtfEuQEYphUUzigFBa,spotify:track:6WkYKtfEuQEYphUUzigFBa,,FALSE
Joyeux non-anniversaire,Alice au Pays des Merveilles,"Sammy Fain, Bob Hilliard",Film,"Animation, Disney",1951,Facile,USA,,https://open.spotify.com/intl-fr/track/4HMZu9ZPBG9WnS3XCbCS6u,spotify:track:4HMZu9ZPBG9WnS3XCbCS6u,,FALSE
Alice's Theme,Alice au Pays des Merveilles,Danny Elfman,Film,Disney,2010,Difficile,USA,,https://open.spotify.com/intl-fr/track/4p7EYvJ6yWEjZDZuguSti7,spotify:track:4p7EYvJ6yWEjZDZuguSti7,,FALSE
Main Title,Alien,Jerry Goldsmith,Film,"Horreur, Science-Fiction",1979,Difficile,USA,,https://open.spotify.com/intl-fr/track/4Rhue1CTPr3n1P3Zs0jPwU,spotify:track:4Rhue1CTPr3n1P3Zs0jPwU,,FALSE
The Chrysalis,Alien Romulus,Benjamin Wallfisch,Film,"Horreur, Science-Fiction",2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/2aUTiExslj9SGVRwZyh5VG,spotify:track:2aUTiExslj9SGVRwZyh5VG,,FALSE
Laid,American Pie,David Lawrence,Film,Comédie,1999,Difficile,USA,,https://open.spotify.com/intl-fr/track/7DVzPVfsZsItLxOBPrz5Hh,spotify:track:7DVzPVfsZsItLxOBPrz5Hh,,FALSE
Journey to the Past,Anastasia,David Newman,Film,"Animation, Musical",1997,Moyen,USA,,https://open.spotify.com/intl-fr/track/5bVNYvkjRZuaQnKKdAGuq5,spotify:track:5bVNYvkjRZuaQnKKdAGuq5,,FALSE
Annabelle,Annabelle,Joseph Bishara,Film,"Horreur, Thriller",2014,Moyen,USA,,https://open.spotify.com/intl-fr/track/4ovNvv7eEbHUGjSEN7ubTW,spotify:track:4ovNvv7eEbHUGjSEN7ubTW,,FALSE
Greatest Day,Anora,Matthew Hearon-Smith,Film,"Comédie, Drame, Romance",2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/1Oae67sHC45sBQMrYhMiWF,spotify:track:1Oae67sHC45sBQMrYhMiWF,,FALSE
Theme from Ant-Man,Ant-Man,Christophe Beck,Film,"Super-héro, Action, Marvel",2015,Facile,USA,,https://open.spotify.com/intl-fr/track/6yNPVGljyzMYTxEhL6fLBg,spotify:track:6yNPVGljyzMYTxEhL6fLBg,,FALSE
Ride of the Valkyries,Apocalypse Now,"Carmine Coppola, Francis Ford Coppola",Film,"Drame, Histoire",1979,Moyen,USA,,https://open.spotify.com/intl-fr/track/2A7qdr3UNP9Pxjcxa5Jj53,spotify:track:2A7qdr3UNP9Pxjcxa5Jj53,,FALSE
Arthur,Aquaman,Rupert Gregson-Williams,Film,"Super-héro, Action",2018,Difficile,USA,,https://open.spotify.com/intl-fr/track/3ZwMSdmBu7ULqkPoIhN419,spotify:track:3ZwMSdmBu7ULqkPoIhN419,,FALSE
Argylle's Theme,Argylle,Lorne Balfe,Film,"Comédie, Action",2024,Difficile,UK,,https://open.spotify.com/intl-fr/track/1p3V9SeLcpDy1ufIXxfUcS,spotify:track:1p3V9SeLcpDy1ufIXxfUcS,,FALSE
Catch Me If You Can,Arrête-moi si tu peux,John Williams,Film,Comédie,2002,Moyen,USA,Catch Me If You Can,https://open.spotify.com/intl-fr/track/4x3RvT7x6HpUlhyjeEEJyt,spotify:track:4x3RvT7x6HpUlhyjeEEJyt,,FALSE
Arthur's Theme,Arthur et les Minimoys,Éric Serra,Film,"Fantasy, Animation",2006,Difficile,France,,https://open.spotify.com/intl-fr/track/13LYv8WvV7IKtgxgpK8PD3,spotify:track:13LYv8WvV7IKtgxgpK8PD3,,FALSE
The Animus,Assassin's Creed,Jed Kurzel,Film,"Action, Science-Fiction",2016,Difficile,USA,,https://open.spotify.com/intl-fr/track/2gdRwVOTTfOXF99a9OzzUD,spotify:track:2gdRwVOTTfOXF99a9OzzUD,,FALSE
Générique,Astérix & Obélix : Mission Cléopatre,Philippe Chany,Film,"Comédie, Histoire",2002,Moyen,France,,https://open.spotify.com/intl-fr/track/65rgwh8PtLlXmtVbhA8hZ4,spotify:track:65rgwh8PtLlXmtVbhA8hZ4,,FALSE
Becoming One of The People,Avatar,James Horner,Film,"Science-Fiction, Action",2009,Facile,USA,,https://open.spotify.com/intl-fr/track/1UBd7aWHZCz8yirI9KCvAU,spotify:track:1UBd7aWHZCz8yirI9KCvAU,,FALSE
The Avengers,Avengers,Alan SIlverstri,Film,"Action, Super-héro, Marvel",2012,Facile,USA,The Avengers,https://open.spotify.com/intl-fr/track/5SXsXjVJCWeJuf7FHvgBYR,spotify:track:5SXsXjVJCWeJuf7FHvgBYR,,FALSE
Facebook,Baby Sitting,"Maxime Desprez, Michael Tordjman",Film,Comédie,2014,Difficile,France,,https://open.spotify.com/intl-fr/track/0EVZ97hlXoX9XJOoLn1UX9,spotify:track:0EVZ97hlXoX9XJOoLn1UX9,,FALSE
Voodoo Mama,Babylon,Justin Hurwitz,Film,"Drame, Comédie, Musical",2022,Moyen,USA,Babylone,https://open.spotify.com/intl-fr/track/5pmlMjmOvUi5RCe64e9Tyu,spotify:track:5pmlMjmOvUi5RCe64e9Tyu,,FALSE
Bad Boys,Bad Boys,Mark Mancina,Film,Action,1995,Moyen,USA,,https://open.spotify.com/intl-fr/track/1NojrDCqDLh4dWRZ7F589Q,spotify:track:1NojrDCqDLh4dWRZ7F589Q,,FALSE
La Chanson De La Pluie,Bambi,"Frank Churchill, Edward H. Plumb",Film,"Animation, Disney",1942,Facile,USA,,https://open.spotify.com/intl-fr/track/6MTCoOnKhPp8NWoPE1jgVd,spotify:track:6MTCoOnKhPp8NWoPE1jgVd,,FALSE
Dance the Night,Barbie,"Dua Lipa, Mark Ronson, Andrew Wyatt",Film,Comédie,2023,Facile,USA,,https://open.spotify.com/intl-fr/track/11C4y2Yz1XbHmaQwO06s9f,spotify:track:11C4y2Yz1XbHmaQwO06s9f,,FALSE
Requiem and Prologue,Battle Royal,Masamichi Amano,Film,"Action, Thriller, Drame",2000,Difficile,Asie,,https://open.spotify.com/intl-fr/track/4K0MMi3FVKaI4vOFP6lq9m,spotify:track:4K0MMi3FVKaI4vOFP6lq9m,,FALSE
Tryout Speech,Baywatch,Christopher Lennertz,Film,"Comédie, Action",2017,Difficile,USA,,https://open.spotify.com/intl-fr/track/79cIHrzR3DYHFEOzeGFBY2,spotify:track:79cIHrzR3DYHFEOzeGFBY2,,FALSE
Rock DJ,Better Man,Robbie Williams,Film,"Musical, Drame",2024,Facile,UK,,https://open.spotify.com/intl-fr/track/5EG57VAaJe7SGYc7y0xoMU,spotify:track:5EG57VAaJe7SGYc7y0xoMU,,FALSE
The Gift Of Mortality,Bicentennial Man,James Horner,Film,"Science-Fiction, Drame",1999,Difficile,USA,,https://open.spotify.com/intl-fr/track/4ZnQXH7WqUCbzffYaeSMRM,spotify:track:4ZnQXH7WqUCbzffYaeSMRM,,FALSE
Générique,Bienvenue chez les Ch'tis,Philippe Rombi,Film,Comédie,2008,Moyen,France,,https://open.spotify.com/intl-fr/track/707UHPTvoWvX6U8B7DkQvO,spotify:track:707UHPTvoWvX6U8B7DkQvO,,FALSE
Sway With Me,Birds of Prey,Daniel Pemberton,Film,"Action, Super-héro",2020,Difficile,USA,,https://open.spotify.com/intl-fr/track/4l00HxpAXTr7O34ORXvSnK,spotify:track:4l00HxpAXTr7O34ORXvSnK,,FALSE
Wakanda,Black Panther,Ludwig Goransson,Film,"Action, Marvel, Super-héro",2018,Facile,USA,,https://open.spotify.com/intl-fr/track/2mjbf9ZvCoYqTi0RZ2FTUJ,spotify:track:2mjbf9ZvCoYqTi0RZ2FTUJ,,FALSE
"Swan Lake (Act II, Scene 10)",Black Swan,Clint Mansell,Film,"Drame, Thriller",2010,Facile,USA,,https://open.spotify.com/intl-fr/track/2xizRhme7pYeITbH1NLLGt,spotify:track:2xizRhme7pYeITbH1NLLGt,,FALSE
Natasha's Lullaby,Black Widow,Lorne Balfe,Film,"Super-héro, Action, Marvel",2021,Difficile,USA,,https://open.spotify.com/intl-fr/track/7DXVDRuzfxi6Qoo1hH0G0I,spotify:track:7DXVDRuzfxi6Qoo1hH0G0I,,FALSE
Main Title,Blade Runner,Vangelis,Film,"Science-Fiction, Action",1982,Moyen,USA,,https://open.spotify.com/intl-fr/track/7JX9vziMXupMzBESgDcyaZ,spotify:track:7JX9vziMXupMzBESgDcyaZ,,FALSE
2049,Blade Runner 2049,"Hans Zimmer, Benjamin Wallfisch",Film,"Science-Fiction, Thriller",2017,Moyen,USA,,https://open.spotify.com/intl-fr/track/0UWa0AdUscdQUI7mjjx6G1,spotify:track:0UWa0AdUscdQUI7mjjx6G1,,FALSE
Heigh-Ho,Blanche Neige et les Sept Nains,"Frank Churchill, Leigh Harline, Paul J. Smith",Film,"Musical, Disney, Animation",1937,Facile,USA,,https://open.spotify.com/intl-fr/track/2rKmPMazCwiNGAR7RU3vFz,spotify:track:2rKmPMazCwiNGAR7RU3vFz,,FALSE
Blue Beetle Suite,Blue Beetle,Bobby Krlic (The Haxan Cloak),Film,"Super-héro, Action",2023,Difficile,USA,,https://open.spotify.com/intl-fr/track/7nV4LihHDCJLJJ06KqA4aR,spotify:track:7nV4LihHDCJLJJ06KqA4aR,,FALSE
Body Drop,Bodies Bodies Bodies,Disasterpeace,Film,"Horreur, Thriller",2022,Difficile,USA,,https://open.spotify.com/intl-fr/track/6SaZzBIOyHgYxRBaUl0XAg,spotify:track:6SaZzBIOyHgYxRBaUl0XAg,,FALSE
Bohemian Rhapsody,Bohemian Rhapsody,Queen,Film,"Histoire, Drame, Musical",2018,Facile,UK,,https://open.spotify.com/intl-fr/track/3z8h0TU7ReDPLIbEnYhWZb,spotify:track:3z8h0TU7ReDPLIbEnYhWZb,,FALSE
Scène finale,Boîte Noire,Philippe Rombi,Film,Drame,2021,Difficile,France,,https://open.spotify.com/intl-fr/track/6JaiBV6wJOW0wzubelVnFV,spotify:track:6JaiBV6wJOW0wzubelVnFV,,FALSE
For The Love Of A Princess,Braveheart,James Horner,Film,"Histoire, Action",1995,Moyen,USA,,https://open.spotify.com/intl-fr/track/22yxHt6UqZpH7tP6W4PooI,spotify:track:22yxHt6UqZpH7tP6W4PooI,,FALSE
